Date,Synthetic Index Dividend
2002-01-01 00:00:00-05:00,0.0
2002-01-08 00:00:00-05:00,8.17358193277311e-05
2002-01-15 00:00:00-05:00,0.0
2002-01-22 00:00:00-05:00,0.0
2002-01-29 00:00:00-05:00,0.00030042016806722683
2002-02-05 00:00:00-05:00,0.0019360556722689075
2002-02-12 00:00:00-05:00,0.0013808869485294117
2002-02-19 00:00:00-05:00,0.0029325517331932776
2002-02-26 00:00:00-05:00,1.2605042016806723e-05
2002-03-05 00:00:00-05:00,0.0019097951680672267
2002-03-12 00:00:00-05:00,0.0008097770483193277
2002-03-19 00:00:00-05:00,0.0
2002-03-26 00:00:00-05:00,0.0
2002-04-02 00:00:00-05:00,0.0008340504201680672
2002-04-09 00:00:00-04:00,8.17358193277311e-05
2002-04-16 00:00:00-04:00,0.0
2002-04-23 00:00:00-04:00,0.0003061974789915966
2002-04-30 00:00:00-04:00,0.00036042542016806727
2002-05-07 00:00:00-04:00,0.0018640842962184872
2002-05-14 00:00:00-04:00,0.0008206897321428572
2002-05-21 00:00:00-04:00,1.3860819327731093e-05
2002-05-28 00:00:00-04:00,8.299579831932773e-05
2002-06-04 00:00:00-04:00,0.0019498424369747897
2002-06-11 00:00:00-04:00,0.0003838316701680672
2002-06-18 00:00:00-04:00,6.302521008403361e-05
2002-06-25 00:00:00-04:00,0.00047834453781512605
2002-07-02 00:00:00-04:00,0.0007385766806722689
2002-07-09 00:00:00-04:00,8.17358193277311e-05
2002-07-16 00:00:00-04:00,0.0
2002-07-23 00:00:00-04:00,0.00012132352941176472
2002-07-30 00:00:00-04:00,0.0005337447478991597
2002-08-06 00:00:00-04:00,0.0015756302521008402
2002-08-13 00:00:00-04:00,0.0011921395745798321
2002-08-20 00:00:00-04:00,0.0018719269957983193
2002-08-27 00:00:00-04:00,1.2605042016806723e-05
2002-09-03 00:00:00-04:00,0.0019498424369747897
2002-09-10 00:00:00-04:00,0.0008045249474789916
2002-09-17 00:00:00-04:00,0.00016584453781512604
2002-09-24 00:00:00-04:00,0.0
2002-10-01 00:00:00-04:00,0.0003702731092436975
2002-10-08 00:00:00-04:00,8.17358193277311e-05
2002-10-15 00:00:00-04:00,0.0
2002-10-22 00:00:00-04:00,0.0
2002-10-29 00:00:00-05:00,0.0005211397058823529
2002-11-05 00:00:00-05:00,0.0017200630252100838
2002-11-12 00:00:00-05:00,0.0011921395745798321
2002-11-19 00:00:00-05:00,0.00045562657563025206
2002-11-26 00:00:00-05:00,6.302521008403361e-05
2002-12-03 00:00:00-05:00,0.0019624474789915964
2002-12-10 00:00:00-05:00,0.0006778571428571428
2002-12-17 00:00:00-05:00,0.0005361176470588235
2002-12-24 00:00:00-05:00,0.0
2002-12-31 00:00:00-05:00,0.0003702731092436975
2003-01-07 00:00:00-05:00,0.0
2003-01-14 00:00:00-05:00,8.66596638655462e-05
2003-01-21 00:00:00-05:00,0.0
2003-01-28 00:00:00-05:00,0.00029464285714285714
2003-02-04 00:00:00-05:00,0.002150407037815126
2003-02-11 00:00:00-05:00,0.0003845601365546219
2003-02-18 00:00:00-05:00,0.016453969143907562
2003-02-25 00:00:00-05:00,1.523109243697479e-05
2003-03-04 00:00:00-05:00,0.0008469012605042016
2003-03-11 00:00:00-05:00,0.002199344537815126
2003-03-18 00:00:00-05:00,6.302521008403361e-05
2003-03-25 00:00:00-05:00,0.00010281932773109242
2003-04-01 00:00:00-05:00,0.0
2003-04-08 00:00:00-04:00,8.66596638655462e-05
2003-04-15 00:00:00-04:00,0.0
2003-04-22 00:00:00-04:00,0.00013287815126050421
2003-04-29 00:00:00-04:00,0.0005337447478991597
2003-05-06 00:00:00-04:00,0.0009317226890756302
2003-05-13 00:00:00-04:00,0.0012135502888655464
2003-05-20 00:00:00-04:00,0.00045562657563025206
2003-05-27 00:00:00-04:00,0.00017725840336134456
2003-06-03 00:00:00-04:00,0.001217174369747899
2003-06-10 00:00:00-04:00,0.0016841134453781511
2003-06-17 00:00:00-04:00,0.00017318697478991597
2003-06-24 00:00:00-04:00,0.0004332983193277311
2003-07-01 00:00:00-04:00,0.0003702731092436975
2003-07-08 00:00:00-04:00,0.0
2003-07-15 00:00:00-04:00,8.66596638655462e-05
2003-07-22 00:00:00-04:00,0.0
2003-07-29 00:00:00-04:00,0.0005211397058823529
2003-08-05 00:00:00-04:00,0.0010656512605042015
2003-08-12 00:00:00-04:00,0.0012397745535714286
