Date,Synthetic Index Dividend
2002-01-01 00:00:00-05:00,0.0003821559873949579
2002-02-01 00:00:00-05:00,0.006262099396008403
2002-03-01 00:00:00-05:00,0.0027195722163865545
2002-04-01 00:00:00-05:00,0.001221983718487395
2002-05-01 00:00:00-04:00,0.0031420560661764704
2002-06-01 00:00:00-04:00,0.0028750438550420167
2002-07-01 00:00:00-04:00,0.0011149553571428571
2002-08-01 00:00:00-04:00,0.005012727284663865
2002-09-01 00:00:00-04:00,0.0029202119222689073
2002-10-01 00:00:00-04:00,0.0009731486344537815
2002-11-01 00:00:00-05:00,0.0033678291754201677
2002-12-01 00:00:00-05:00,0.003609720588235294
2003-01-01 00:00:00-05:00,0.00038130252100840333
2003-02-01 00:00:00-05:00,0.019004167410714284
2003-03-01 00:00:00-05:00,0.0032120903361344535
2003-04-01 00:00:00-05:00,0.0003928571428571428
2003-05-01 00:00:00-04:00,0.0031385833771008405
2003-06-01 00:00:00-04:00,0.003507773109243697
2003-07-01 00:00:00-04:00,0.0009780724789915966
2003-08-01 00:00:00-04:00,0.004432205225840336
2003-09-01 00:00:00-04:00,0.003241393119747899
2003-10-01 00:00:00-04:00,0.023921874999999995
2003-11-01 00:00:00-05:00,0.003223691045168067
2003-12-01 00:00:00-05:00,0.004728661108193278
2004-01-01 00:00:00-05:00,0.00040690651260504203
2004-02-01 00:00:00-05:00,0.006878519826680672
2004-03-01 00:00:00-05:00,0.00397858337710084
2004-04-01 00:00:00-05:00,0.00040690651260504203
2004-05-01 00:00:00-04:00,0.005465671349789916
2004-06-01 00:00:00-04:00,0.004615907956932773
2004-07-01 00:00:00-04:00,0.0020315126050420166
2004-08-01 00:00:00-04:00,0.017381614364495798
2004-09-01 00:00:00-04:00,0.0046655403098739496
2004-10-01 00:00:00-04:00,0.0004457720588235294
2004-11-01 00:00:00-05:00,0.4534982640493697
2004-12-01 00:00:00-05:00,0.006753547662815126
2005-01-01 00:00:00-05:00,0.00045266544117647056
2005-02-01 00:00:00-05:00,0.021685526129201677
2005-03-01 00:00:00-05:00,0.00495030606617647
2005-04-01 00:00:00-05:00,0.0011941964285714284
2005-05-01 00:00:00-04:00,0.018615091517857143
2005-06-01 00:00:00-04:00,0.00526001299894958
2005-07-01 00:00:00-04:00,0.0004536502100840336
2005-08-01 00:00:00-04:00,0.02155380606617647
