Date,Synthetic Index Close Price
2002-01-01 00:00:00-05:00,6.741953942783866
2002-02-01 00:00:00-05:00,6.708014377557179
2002-03-01 00:00:00-05:00,6.614497966234799
2002-04-01 00:00:00-05:00,6.714867312461136
2002-05-01 00:00:00-04:00,6.022081347135435
2002-06-01 00:00:00-04:00,5.757337373728323
2002-07-01 00:00:00-04:00,5.373936783866721
2002-08-01 00:00:00-04:00,4.723208873395753
2002-09-01 00:00:00-04:00,4.882450226970221
2002-10-01 00:00:00-04:00,4.536130243202107
2002-11-01 00:00:00-05:00,5.17789056164236
2002-12-01 00:00:00-05:00,5.496798090100632
2003-01-01 00:00:00-05:00,4.859929881528207
2003-02-01 00:00:00-05:00,4.604349004355173
2003-03-01 00:00:00-05:00,4.652612492365825
2003-04-01 00:00:00-05:00,4.721962757412532
2003-05-01 00:00:00-04:00,5.108139976538217
2003-06-01 00:00:00-04:00,5.3332996587582056
2003-07-01 00:00:00-04:00,5.4674695825493815
2003-08-01 00:00:00-04:00,5.739130961473937
2003-09-01 00:00:00-04:00,5.9056216161815485
2003-10-01 00:00:00-04:00,5.963950645223557
2003-11-01 00:00:00-05:00,6.0243586397009805
2003-12-01 00:00:00-05:00,6.028666238777902
2004-01-01 00:00:00-05:00,6.232481236831762
2004-02-01 00:00:00-05:00,6.297127944879046
2004-03-01 00:00:00-05:00,6.261209416653209
2004-04-01 00:00:00-05:00,6.102398970723934
2004-05-01 00:00:00-04:00,5.954580561218767
2004-06-01 00:00:00-04:00,6.094438531185586
2004-07-01 00:00:00-04:00,6.346189788343118
2004-08-01 00:00:00-04:00,6.161230268553604
2004-09-01 00:00:00-04:00,6.372389829563009
2004-10-01 00:00:00-04:00,6.703946973926958
2004-11-01 00:00:00-05:00,7.014507581495501
2004-12-01 00:00:00-05:00,7.372796208476412
2005-01-01 00:00:00-05:00,7.391238035638072
2005-02-01 00:00:00-05:00,7.280669158336337
2005-03-01 00:00:00-05:00,7.321069883890919
2005-04-01 00:00:00-05:00,6.997676876882294
2005-05-01 00:00:00-04:00,7.1380117219097965
2005-06-01 00:00:00-04:00,7.733808753593284
2005-07-01 00:00:00-04:00,7.5269860300869365
2005-08-01 00:00:00-04:00,8.020527352426326
2005-09-01 00:00:00-04:00,8.028032502914707
2005-10-01 00:00:00-04:00,8.067790359853445
2005-11-01 00:00:00-05:00,8.287684111456786
2005-12-01 00:00:00-05:00,9.059324874104384
2006-01-01 00:00:00-05:00,8.771851602793053
2006-02-01 00:00:00-05:00,9.076563450805217
2006-03-01 00:00:00-05:00,8.921491874718427
2006-04-01 00:00:00-05:00,8.995511093247337
2006-05-01 00:00:00-04:00,8.810198164858049
2006-06-01 00:00:00-04:00,8.543002846869914
2006-07-01 00:00:00-04:00,8.633154863546437
2006-08-01 00:00:00-04:00,8.466159770593924
2006-09-01 00:00:00-04:00,8.908592904957025
2006-10-01 00:00:00-04:00,9.329062756088351
2006-11-01 00:00:00-05:00,9.82561648146351
2006-12-01 00:00:00-05:00,10.011690143464492
2007-01-01 00:00:00-05:00,10.002931551835616
2007-02-01 00:00:00-05:00,10.245766918354924
2007-03-01 00:00:00-05:00,9.843331784189937
2007-04-01 00:00:00-04:00,9.870802302289158
2007-05-01 00:00:00-04:00,10.921145694784254
2007-06-01 00:00:00-04:00,11.368479681929117
2007-07-01 00:00:00-04:00,11.370321817790009
2007-08-01 00:00:00-04:00,11.481249644225384
2007-09-01 00:00:00-04:00,11.571344187123184
2007-10-01 00:00:00-04:00,12.372798958840239
2007-11-01 00:00:00-04:00,13.549554222490356
2007-12-01 00:00:00-05:00,13.124723959072423
