Date,Synthetic Index Close Price
2002-01-01 00:00:00-05:00,6.741953942783866
2002-01-02 00:00:00-05:00,6.846058182637481
2002-01-03 00:00:00-05:00,7.054649276752807
2002-01-04 00:00:00-05:00,7.039679136737679
2002-01-05 00:00:00-05:00,7.039679136737679
2002-01-06 00:00:00-05:00,7.039679136737679
2002-01-07 00:00:00-05:00,6.982579283572795
2002-01-08 00:00:00-05:00,7.02133987091106
2002-01-09 00:00:00-05:00,6.975351877166192
2002-01-10 00:00:00-05:00,6.994739685473697
2002-01-11 00:00:00-05:00,6.953386688636256
2002-01-12 00:00:00-05:00,6.953386688636256
2002-01-13 00:00:00-05:00,6.953386688636256
2002-01-14 00:00:00-05:00,6.897453396048928
2002-01-15 00:00:00-05:00,6.956945629430418
2002-01-16 00:00:00-05:00,6.754432804381647
2002-01-17 00:00:00-05:00,6.904072737571697
2002-01-18 00:00:00-05:00,6.661867825510058
2002-01-19 00:00:00-05:00,6.661867825510058
2002-01-20 00:00:00-05:00,6.661867825510058
2002-01-21 00:00:00-05:00,6.661867825510058
2002-01-22 00:00:00-05:00,6.548205722992097
2002-01-23 00:00:00-05:00,6.622095570617801
2002-01-24 00:00:00-05:00,6.680630890057744
2002-01-25 00:00:00-05:00,6.6759454322618845
2002-01-26 00:00:00-05:00,6.6759454322618845
2002-01-27 00:00:00-05:00,6.6759454322618845
2002-01-28 00:00:00-05:00,6.69876402530412
2002-01-29 00:00:00-05:00,6.522921873561787
2002-01-30 00:00:00-05:00,6.658038801208388
2002-01-31 00:00:00-05:00,6.767301968917125
2002-02-01 00:00:00-05:00,6.708014377557179
2002-02-02 00:00:00-05:00,6.708014377557179
2002-02-03 00:00:00-05:00,6.708014377557179
2002-02-04 00:00:00-05:00,6.53771544211865
2002-02-05 00:00:00-05:00,6.526465287964258
2002-02-06 00:00:00-05:00,6.485236619082631
2002-02-07 00:00:00-05:00,6.360709845487559
2002-02-08 00:00:00-05:00,6.423613448455115
2002-02-09 00:00:00-05:00,6.423613448455115
